&parameters
q0 =   1.1100
shat =  -0.1088
!rho =   0.4640
gridpoints =   128
n_pol =   1
/
    1.5670895880E+00    1.3782457437E+00   -4.4398690735E-02    1.9436982777E+00   -2.8837339523E-02    7.8407900311E-03    1.0706976721E+00   -4.3997157223E-02    1.1596233258E-01   -1.0190230520E+00    1.1638020048E+01    5.2114979351E+00   -3.4871678455E+00    3.8036839388E-01   -9.1623985139E-01   -6.9006181365E-01
    1.2443607510E+00    1.0532347893E+00   -4.0938855422E-02    1.7493262390E+00   -3.0728181880E-02    8.2100497793E-03    1.0331959340E+00   -4.6303211066E-02    1.1328024872E-01   -5.0145682290E-01    1.1698326572E+01    5.0929520445E+00   -3.4326808479E+00    3.3219412965E-01   -8.3281201898E-01   -5.8876656746E-01
    1.0508667749E+00    7.7176766000E-01   -3.8173994585E-02    1.5226607225E+00   -3.3250482707E-02    8.5458088529E-03    1.0022433414E+00   -2.1813406669E-02    6.5347888148E-02   -8.2678612403E-01    1.1815805196E+01    4.9919002065E+00   -3.3781938503E+00    2.6393791442E-01   -8.0711780307E-01   -4.7844016310E-01
    9.0761388242E-01    5.2940474958E-01   -3.2602893890E-02    1.3246935031E+00   -3.2281963642E-02    8.8447003453E-03    9.6023094602E-01   -4.9739531913E-02    2.6883221416E-02   -7.0523847537E-01    1.2024975272E+01    4.9068289638E+00   -3.3237068527E+00    1.8223478004E-01   -8.0174010546E-01   -3.8032554752E-01
    8.4257945712E-01    3.9674652094E-01   -2.5758805797E-02    1.2312862397E+00   -3.2029398881E-02    9.0814036658E-03    9.3811001698E-01   -6.1552493242E-02    4.6486263497E-02   -2.4857524261E-01    1.1981957199E+01    4.8424594406E+00   -3.2692198551E+00    9.7073962000E-02   -8.1308281995E-01   -3.2926072048E-01
    8.2381004028E-01    3.1097015925E-01   -1.9360355708E-02    1.1589000639E+00   -3.3211657160E-02    9.2389473102E-03    9.2628931012E-01   -4.4781537852E-02    3.0321295109E-02   -3.1592562417E-01    1.1966000866E+01    4.8009948142E+00   -3.2147328576E+00    8.2793847504E-03   -8.3375038728E-01   -2.9681713200E-01
    8.0382414099E-01    2.3418415685E-01   -1.2277731575E-02    1.1004224870E+00   -3.3352267197E-02    9.3180397415E-03    9.1088087604E-01   -5.3760139937E-02   -5.8956584984E-04   -2.2446728386E-01    1.2071016797E+01    4.7805757357E+00   -3.1602458600E+00   -8.3815016457E-02   -8.4571906482E-01   -2.6908343159E-01
    7.8658723106E-01    1.8161955338E-01   -4.5842675813E-03    1.0942470137E+00   -3.2665802798E-02    9.3139425544E-03    9.0979897607E-01   -5.3098156884E-02   -1.2286121118E-02    1.2986349145E-01    1.2037238841E+01    4.7816271035E+00   -3.1057588624E+00   -1.7425955513E-01   -8.4834912055E-01   -2.5423345817E-01
    7.7003224331E-01    1.5054986246E-01    2.4530126404E-03    1.1234643644E+00   -3.1955981412E-02    9.2278003693E-03    9.1784361262E-01   -4.7280704834E-02   -1.7281396051E-02    1.8100588718E-01    1.1989040530E+01    4.8038936770E+00   -3.0512718648E+00   -2.6025443260E-01   -8.4147493464E-01   -2.4758856381E-01
    7.5104142712E-01    1.1927875144E-01    8.8451657461E-03    1.1760226630E+00   -3.1270424702E-02    9.0663320522E-03    9.3220812251E-01   -3.4373078760E-02   -1.8725043089E-02    4.7877220732E-01    1.1963928496E+01    4.8464827529E+00   -2.9967848672E+00   -3.4135929258E-01   -8.2789115464E-01   -2.3876404372E-01
    7.2098520156E-01    7.4695333804E-02    1.3658668422E-02    1.2850610546E+00   -3.0813693662E-02    8.8443194532E-03    9.5964979017E-01   -1.3121175209E-03   -3.6301539659E-02    5.5745860503E-01    1.1819780912E+01    4.9069346222E+00   -2.9422978696E+00   -4.1709018417E-01   -8.0747070282E-01   -2.1882090405E-01
    6.6878713670E-01    1.6187695074E-02    1.7439734099E-02    1.4418086751E+00   -2.9731276955E-02    8.5818237190E-03    9.8183381685E-01   -1.7639188126E-02   -5.8890859944E-02    3.5411857659E-01    1.1763559087E+01    4.9814145778E+00   -2.8878108720E+00   -4.8540472217E-01   -7.7295107489E-01   -1.8945513718E-01
    6.3587871167E-01   -7.3433781459E-02    2.1576127328E-02    1.6046914082E+00   -2.8263945663E-02    8.2802821733E-03    1.0074683831E+00   -3.0932512427E-02   -4.7900894014E-02    7.5299346543E-01    1.1753308720E+01    5.0713071348E+00   -2.8333238745E+00   -5.4276708252E-01   -7.4614312432E-01   -1.5141903389E-01
    6.3695570698E-01   -2.3573132996E-01    2.4772032802E-02    1.8156926766E+00   -2.7650632326E-02    7.9479729147E-03    1.0492578733E+00    1.2735884271E-02   -7.1865457331E-02    8.3432351915E-01    1.1568595597E+01    5.1762386689E+00   -2.7788368769E+00   -5.8812268973E-01   -7.4284949018E-01   -8.9002932727E-02
    6.6512511515E-01   -4.4717044010E-01    2.6324468280E-02    2.0641443732E+00   -2.4673546679E-02    7.6123009733E-03    1.0830273101E+00    1.8666814462E-02   -1.0663231762E-01    6.1693064244E-01    1.1415021322E+01    5.2891332273E+00   -2.7243498793E+00   -6.1705857415E-01   -7.5757076321E-01   -1.3331527160E-02
    7.4819684109E-01   -7.0416785456E-01    2.7079766397E-02    2.3471397594E+00   -2.1263102302E-02    7.2879991682E-03    1.1226153576E+00    3.3235592151E-02   -8.8953527371E-02    9.2147010804E-01    1.1225116878E+01    5.4055305336E+00   -2.6698628817E+00   -6.2382299000E-01   -8.0243035340E-01    6.0687871891E-02
    9.0154039154E-01   -1.0310827205E+00    2.6202532834E-02    2.6694983852E+00   -1.7092401946E-02    6.9894942436E-03    1.1591048474E+00    6.4278810652E-02   -1.1070713786E-01    5.3008836593E-01    1.1031073040E+01    5.5197525180E+00   -2.6153758841E+00   -6.0852133634E-01   -8.8660918002E-01    1.3128332212E-01
    1.1366059626E+00   -1.3940729422E+00    2.3809250507E-02    2.9545378133E+00   -1.0497179538E-02    6.7330561067E-03    1.1894120094E+00    5.4584763440E-02   -1.1934896187E-01    6.7672519649E-01    1.0896619873E+01    5.6238841436E+00   -2.5608888865E+00   -5.6817020750E-01   -1.0114638572E+00    1.7132776170E-01
    1.4566156269E+00   -1.7496755382E+00    2.0100524696E-02    3.1193478677E+00   -2.9518559462E-03    6.5286995205E-03    1.2175062596E+00    7.9941749176E-02   -1.0725991433E-01    4.2594540782E-01    1.0775581977E+01    5.7112233110E+00   -2.5064018889E+00   -5.0169040277E-01   -1.1715506104E+00    1.4899465686E-01
    1.7903297204E+00   -1.9744883244E+00    1.4488611708E-02    3.0271716559E+00    5.8682740008E-03    6.3906769114E-03    1.2332990597E+00    1.1845875825E-01   -8.2632707115E-02    1.8243963967E-01    1.0728805724E+01    5.7725679148E+00   -2.4519148914E+00   -4.1238164509E-01   -1.3253981176E+00    2.8314663961E-02
    2.0747659694E+00   -1.9891923426E+00    7.8663634686E-03    2.6374826495E+00    1.3786459596E-02    6.3322036293E-03    1.2309626296E+00    1.6758463462E-01   -5.3800358560E-02   -2.1385791139E-01    1.0779508545E+01    5.7991593948E+00   -2.3974278938E+00   -3.0844573302E-01   -1.4232874467E+00   -1.9810753474E-01
    2.3010380855E+00   -1.8328419216E+00    3.3100995125E-06    2.1034419229E+00    2.0468699795E-02    6.3624978398E-03    1.2168760275E+00    1.8837124708E-01   -4.7360154056E-02   -3.7524871986E-01    1.0873923121E+01    5.7853369480E+00   -2.3429408962E+00   -2.0349617389E-01   -1.4337906089E+00   -4.9526010698E-01
    2.4218955848E+00   -1.5283847123E+00   -7.8251157810E-03    1.5497072325E+00    2.4714304222E-02    6.4825774218E-03    1.1904902595E+00    1.8814751906E-01   -2.4065625161E-02   -6.3873640681E-01    1.1040100209E+01    5.7315043439E+00   -2.2884538986E+00   -1.1167717725E-01   -1.3310484128E+00   -8.0047486812E-01
    2.4481143362E+00   -1.1418193807E+00   -1.5439022095E-02    1.0798411630E+00    2.6480973380E-02    6.6821528247E-03    1.1575067791E+00    1.8663233562E-01    5.5706868011E-03   -7.4231274924E-01    1.1242037222E+01    5.6452643066E+00   -2.2339669010E+00   -4.4911100536E-02   -1.1320114395E+00   -1.0634814474E+00
    2.3480850899E+00   -7.1850889424E-01   -2.2154542646E-02    7.5206376218E-01    2.5759060943E-02    6.9450303473E-03    1.1178794734E+00    1.6050323900E-01    2.6590625507E-02   -8.3304548143E-01    1.1492117236E+01    5.5373937749E+00   -2.1794799034E+00   -1.1615307388E-02   -8.6663187854E-01   -1.2354600836E+00
    2.1451165507E+00   -3.0225156842E-01   -2.7104139019E-02    5.8040077920E-01    2.2886159521E-02    7.2482061295E-03    1.0740913053E+00    1.2990696393E-01    3.6588506354E-02   -9.7876381466E-01    1.1795698666E+01    5.4203485491E+00   -2.1249929058E+00   -1.4167065298E-02   -5.7653740838E-01   -1.3081923457E+00
    1.9093636104E+00    5.5692088156E-02   -2.8882889043E-02    5.5463276998E-01    1.7373831592E-02    7.5593751940E-03    1.0275678252E+00    7.7845825718E-02    8.4171510054E-02   -7.4960789755E-01    1.2049961433E+01    5.3076164501E+00   -2.0705059083E+00   -4.9231448180E-02   -3.1577918141E-01   -1.3035686665E+00
    1.7327462146E+00    3.0140273722E-01   -3.0485273624E-02    6.3300057911E-01    1.0392611957E-02    7.8311875927E-03    1.0029894682E+00    6.6582642475E-02    8.2331639481E-02   -4.2874609759E-01    1.2028432238E+01    5.2146920711E+00   -2.0160189107E+00   -1.0811913066E-01   -1.3232328777E-01   -1.2635519719E+00
    1.5244088724E+00    4.6465879967E-01   -3.2351484293E-02    7.6426647264E-01    2.9487701405E-03    8.0417429945E-03    9.7424293489E-01    1.3237473917E-02    8.6411945163E-02   -7.8236806117E-01    1.2188788290E+01    5.1459716269E+00   -1.9615319131E+00   -1.8628087726E-01    2.6315863135E-03   -1.1807852164E+00
    1.3344728569E+00    5.7068352646E-01   -3.1121463263E-02    9.1072133248E-01   -4.8762054546E-03    8.1760938571E-03    9.4321561672E-01   -5.1862788336E-02    1.0440959367E-01   -3.7702502878E-01    1.2371831929E+01    5.1035167900E+00   -1.9070449155E+00   -2.7497586704E-01    9.0425371036E-02   -1.0990156728E+00
    1.2302222939E+00    6.2943565727E-01   -2.9966708699E-02    1.0321470380E+00   -1.2978580457E-02    8.2179642271E-03    9.3465675784E-01   -4.8715776961E-02    8.7098767508E-02   -7.9787879697E-02    1.2370620771E+01    5.0904990275E+00   -1.8525579179E+00   -3.6315185851E-01    1.3147484854E-01   -1.0505538595E+00
    1.1332918488E+00    6.3861729762E-01   -2.8411065115E-02    1.1144672391E+00   -1.9770705778E-02    8.1713936778E-03    9.2476293989E-01   -7.3696692605E-02    5.0913695231E-02   -2.3062794845E-01    1.2536374985E+01    5.1049843485E+00   -1.7980709203E+00   -4.4871538982E-01    1.4421696329E-01   -1.0068321957E+00
